age,sex,education,income_respondent,children_in_household,marital_status,feelings_life,has_partner
70.9,Female,High school diploma or a high school equivalency certificate,"$25,000 to $49,999",No child,Married,9,1
68.4,Male,"College, CEGEP or other non-university certificate or di...","$25,000 to $49,999",No child,Widowed,8,0
75.7,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Less than $25,000",No child,Married,8,1
76.9,Female,Less than high school diploma or its equivalent,"Less than $25,000",No child,Widowed,10,0
65.1,Male,High school diploma or a high school equivalency certificate,"$100,000 to $ 124,999",No child,Married,7,1
52.8,Male,"College, CEGEP or other non-university certificate or di...","$25,000 to $49,999",No child,"Single, never married",10,0
57.4,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","$25,000 to $49,999",No child,Living common-law,10,1
19.3,Male,High school diploma or a high school equivalency certificate,"Less than $25,000",No child,"Single, never married",10,0
45.5,Female,University certificate or diploma below the bachelor's level,"$25,000 to $49,999",One child,Married,7,1
24.9,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Less than $25,000",No child,Living common-law,10,1
60.9,Female,Less than high school diploma or its equivalent,"Less than $25,000",No child,Divorced,8,0
48,Female,High school diploma or a high school equivalency certificate,"$25,000 to $49,999",One child,Divorced,9,0
31.5,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Less than $25,000",No child,"Single, never married",7,0
36.4,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","$75,000 to $99,999",Two children,Married,10,1
68.8,Male,Trade certificate or diploma,"$100,000 to $ 124,999",No child,Married,9,1
52.9,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","$75,000 to $99,999",No child,Married,8,1
25.8,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","$50,000 to $74,999",No child,"Single, never married",9,0
70.8,Female,"College, CEGEP or other non-university certificate or di...","$25,000 to $49,999",No child,Widowed,8,0
61.7,Female,"College, CEGEP or other non-university certificate or di...","Less than $25,000",No child,"Single, never married",2,0
80,Female,Less than high school diploma or its equivalent,"$25,000 to $49,999",No child,Widowed,8,0
25.2,Male,"College, CEGEP or other non-university certificate or di...","$25,000 to $49,999",No child,Living common-law,8,1
33.6,Male,"University certificate, diploma or degree above the bach...","Less than $25,000",Two children,Married,8,1
55,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","$125,000 and more",No child,Married,8,1
63.6,Female,High school diploma or a high school equivalency certificate,"$125,000 and more",No child,Widowed,8,0
76.4,Female,Less than high school diploma or its equivalent,"Less than $25,000",No child,Widowed,10,0
29.4,Female,High school diploma or a high school equivalency certificate,"$75,000 to $99,999",Two children,"Single, never married",8,0
70.1,Female,High school diploma or a high school equivalency certificate,"$25,000 to $49,999",No child,Widowed,8,0
80,Male,Less than high school diploma or its equivalent,"Less than $25,000",No child,Married,9,1
75.5,Female,Less than high school diploma or its equivalent,"Less than $25,000",No child,Divorced,10,0
64.2,Male,High school diploma or a high school equivalency certificate,"Less than $25,000",No child,Married,8,1
30.3,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","$75,000 to $99,999",One child,Married,9,1
34.9,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","$100,000 to $ 124,999",Three or more children,Married,8,1
21,Female,"College, CEGEP or other non-university certificate or di...","$25,000 to $49,999",No child,"Single, never married",8,0
33.2,Female,High school diploma or a high school equivalency certificate,"$25,000 to $49,999",Three or more children,Living common-law,9,1
78.3,Female,University certificate or diploma below the bachelor's level,"$25,000 to $49,999",No child,Divorced,9,0
56.8,Female,"College, CEGEP or other non-university certificate or di...","$25,000 to $49,999",No child,Married,10,1
32.9,Male,"College, CEGEP or other non-university certificate or di...","$50,000 to $74,999",No child,"Single, never married",8,0
25.8,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","$25,000 to $49,999",No child,"Single, never married",8,0
57.9,Male,Trade certificate or diploma,"$75,000 to $99,999",No child,"Single, never married",7,0
51.6,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","$50,000 to $74,999",No child,Married,8,1
18.8,Male,High school diploma or a high school equivalency certificate,"Less than $25,000",No child,"Single, never married",8,0
71.8,Female,Less than high school diploma or its equivalent,"Less than $25,000",No child,Married,9,1
53.2,Female,High school diploma or a high school equivalency certificate,"$25,000 to $49,999",No child,Married,8,1
73.1,Male,"University certificate, diploma or degree above the bach...","$75,000 to $99,999",No child,Married,8,1
73.5,Male,High school diploma or a high school equivalency certificate,"Less than $25,000",No child,"Single, never married",5,0
42.3,Female,"University certificate, diploma or degree above the bach...","$25,000 to $49,999",Two children,Separated,8,0
60.8,Male,High school diploma or a high school equivalency certificate,"$75,000 to $99,999",No child,Married,6,1
50.4,Male,Trade certificate or diploma,"$25,000 to $49,999",No child,Separated,8,0
39.7,Female,"College, CEGEP or other non-university certificate or di...","$25,000 to $49,999",No child,"Single, never married",7,0
30.3,Female,"College, CEGEP or other non-university certificate or di...","$50,000 to $74,999",No child,"Single, never married",7,0
68,Male,"University certificate, diploma or degree above the bach...","$75,000 to $99,999",No child,Married,10,1
54.8,Female,Less than high school diploma or its equivalent,"$125,000 and more",No child,Married,8,1
44.4,Male,Trade certificate or diploma,"$25,000 to $49,999",No child,Living common-law,6,1
80,Female,Trade certificate or diploma,"$25,000 to $49,999",No child,Widowed,7,0
48.5,Female,"College, CEGEP or other non-university certificate or di...","$75,000 to $99,999",One child,Married,7,1
57.8,Male,High school diploma or a high school equivalency certificate,"$125,000 and more",No child,Married,8,1
27.3,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","$50,000 to $74,999",No child,Living common-law,10,1
43.4,Female,"University certificate, diploma or degree above the bach...","$75,000 to $99,999",No child,"Single, never married",6,0
17.3,Male,Less than high school diploma or its equivalent,"Less than $25,000",No child,"Single, never married",8,0
62.6,Female,Less than high school diploma or its equivalent,"Less than $25,000",No child,Divorced,6,0
15.5,Female,Less than high school diploma or its equivalent,"Less than $25,000",Three or more children,"Single, never married",9,0
58.7,Male,High school diploma or a high school equivalency certificate,"$75,000 to $99,999",No child,Married,8,1
39.7,Male,"College, CEGEP or other non-university certificate or di...","$50,000 to $74,999",Two children,Married,8,1
43.2,Male,High school diploma or a high school equivalency certificate,"Less than $25,000",Two children,Married,8,1
66.8,Female,"College, CEGEP or other non-university certificate or di...","$25,000 to $49,999",No child,Widowed,7,0
36.8,Female,"College, CEGEP or other non-university certificate or di...","Less than $25,000",No child,"Single, never married",7,0
55.8,Male,Trade certificate or diploma,"$75,000 to $99,999",One child,Married,9,1
76.1,Male,"University certificate, diploma or degree above the bach...","$50,000 to $74,999",No child,Married,10,1
70.6,Female,"College, CEGEP or other non-university certificate or di...","$50,000 to $74,999",No child,Married,7,1
15.2,Female,Less than high school diploma or its equivalent,"Less than $25,000",Two children,"Single, never married",8,0
62.9,Male,Less than high school diploma or its equivalent,"$50,000 to $74,999",No child,Married,10,1
80,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","$75,000 to $99,999",No child,Married,8,1
18.6,Female,High school diploma or a high school equivalency certificate,"Less than $25,000",No child,"Single, never married",6,0
61.3,Male,"University certificate, diploma or degree above the bach...","$100,000 to $ 124,999",No child,Married,7,1
56.1,Male,High school diploma or a high school equivalency certificate,"$75,000 to $99,999",No child,Married,5,1
62.3,Male,Less than high school diploma or its equivalent,"$100,000 to $ 124,999",No child,Living common-law,10,1
17.4,Male,Less than high school diploma or its equivalent,"Less than $25,000",Two children,"Single, never married",10,0
31.1,Female,"College, CEGEP or other non-university certificate or di...","$25,000 to $49,999",Three or more children,"Single, never married",8,0
71.6,Female,University certificate or diploma below the bachelor's level,"$50,000 to $74,999",No child,Married,10,1
38.1,Female,High school diploma or a high school equivalency certificate,"Less than $25,000",One child,Married,9,1
52.2,Female,High school diploma or a high school equivalency certificate,"$25,000 to $49,999",No child,Divorced,9,0
31.3,Female,High school diploma or a high school equivalency certificate,"$25,000 to $49,999",One child,Living common-law,4,1
37.7,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","$50,000 to $74,999",No child,"Single, never married",8,0
21.2,Male,High school diploma or a high school equivalency certificate,"Less than $25,000",No child,"Single, never married",6,0
65,Male,University certificate or diploma below the bachelor's level,"$75,000 to $99,999",No child,Married,9,1
43.3,Male,High school diploma or a high school equivalency certificate,"$50,000 to $74,999",No child,Divorced,8,0
69.6,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","$25,000 to $49,999",No child,Married,7,1
70.5,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Less than $25,000",No child,Divorced,1,0
62.9,Male,Less than high school diploma or its equivalent,"Less than $25,000",No child,Married,9,1
38.4,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","$25,000 to $49,999",One child,Married,8,1
24.7,Female,"College, CEGEP or other non-university certificate or di...","$25,000 to $49,999",No child,Living common-law,10,1
48.3,Female,High school diploma or a high school equivalency certificate,"Less than $25,000",No child,"Single, never married",4,0
22,Female,"College, CEGEP or other non-university certificate or di...","Less than $25,000",One child,"Single, never married",8,0
55.3,Female,Less than high school diploma or its equivalent,"$25,000 to $49,999",No child,Divorced,8,0
40.1,Female,"College, CEGEP or other non-university certificate or di...","Less than $25,000",No child,Married,5,1
63.9,Female,High school diploma or a high school equivalency certificate,"Less than $25,000",No child,Married,4,1
43.9,Female,Trade certificate or diploma,"Less than $25,000",Three or more children,Married,8,1
71.8,Female,Trade certificate or diploma,"$50,000 to $74,999",No child,Married,8,1
29.1,Male,Trade certificate or diploma,"$25,000 to $49,999",No child,Living common-law,7,1
70.4,Male,Trade certificate or diploma,"Less than $25,000",No child,Married,8,1
55.1,Male,High school diploma or a high school equivalency certificate,"$75,000 to $99,999",No child,Separated,8,0
67.2,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","$25,000 to $49,999",No child,Divorced,10,0
65.5,Male,High school diploma or a high school equivalency certificate,"$25,000 to $49,999",No child,Married,10,1
39.5,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Less than $25,000",Two children,Married,5,1
59,Female,"College, CEGEP or other non-university certificate or di...","$125,000 and more",No child,Widowed,8,0
31.5,Female,High school diploma or a high school equivalency certificate,"$25,000 to $49,999",No child,Living common-law,8,1
80,Female,"College, CEGEP or other non-university certificate or di...","Less than $25,000",No child,Widowed,5,0
59.5,Female,Trade certificate or diploma,"$25,000 to $49,999",No child,Married,8,1
31.3,Male,"College, CEGEP or other non-university certificate or di...","$75,000 to $99,999",One child,Married,7,1
16.7,Female,Less than high school diploma or its equivalent,"Less than $25,000",No child,"Single, never married",9,0
73,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","$25,000 to $49,999",No child,Divorced,9,0
39.3,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","$50,000 to $74,999",Two children,Married,9,1
79.3,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","$50,000 to $74,999",No child,Divorced,8,0
65.9,Female,Less than high school diploma or its equivalent,"Less than $25,000",No child,Married,8,1
62,Female,"College, CEGEP or other non-university certificate or di...","$25,000 to $49,999",No child,Divorced,10,0
19.2,Male,"College, CEGEP or other non-university certificate or di...","Less than $25,000",No child,"Single, never married",10,0
